roi,image,plate,area,meangray,perim,circ,areafraction,AR,round,solidity,red,green,blue
6,DSC_1050_plate17.JPG,17,213,88.977,101.64,0.259,0,4.133,0.242,0.665,255,0,0
7,DSC_1050_plate17.JPG,17,2952,60.452,264.149,0.532,0,1.346,0.743,0.872,255,0,0
8,DSC_1050_plate17.JPG,17,195,80.487,59.255,0.698,0,1.159,0.863,0.839,255,0,0
9,DSC_1050_plate17.JPG,17,123,76.146,41.213,0.91,0,1.26,0.794,0.928,255,0,0
10,DSC_1050_plate17.JPG,17,276,81.04,65.841,0.8,0,1.447,0.691,0.89,255,0,0
11,DSC_1050_plate17.JPG,17,160,88.9,58.184,0.594,0,1.276,0.784,0.851,255,0,0
12,DSC_1050_plate17.JPG,17,931,75.387,168.752,0.411,0,1.521,0.657,0.839,254.625,0.173,0.147
13,DSC_1050_plate17.JPG,17,2153,47.498,219.865,0.56,0,1.422,0.703,0.847,255,0,0
14,DSC_1050_plate17.JPG,17,1487,64.306,189.137,0.522,0,1.401,0.714,0.795,255,0,0
15,DSC_1050_plate17.JPG,17,907,77.752,154.409,0.478,0,1.442,0.694,0.774,254.825,0.101,0.089
16,DSC_1050_plate17.JPG,17,3218,63.646,376.517,0.285,0,1.106,0.904,0.691,253.945,0.604,0.488
17,DSC_1050_plate17.JPG,17,138,85.399,179.539,0.054,0,16.282,0.061,0.339,255,0,0
18,DSC_1050_plate17.JPG,17,3177,69.331,441.529,0.205,0,2.297,0.435,0.702,254.91,0.068,0.059
19,DSC_1050_plate17.JPG,17,2914,54.423,335.345,0.326,0,1.158,0.863,0.688,254.636,0.322,0.236
20,DSC_1050_plate17.JPG,17,1306,72.799,179.723,0.508,0,1.628,0.614,0.815,252.489,1.319,1.181
21,DSC_1050_plate17.JPG,17,173,85.347,156.551,0.089,0,19.218,0.052,0.507,255,0,0
22,DSC_1050_plate17.JPG,17,1850,60.807,210.451,0.525,0,1.289,0.776,0.853,255,0,0
23,DSC_1050_plate17.JPG,17,161,62.509,144.409,0.097,0,15.281,0.065,0.461,255,0,0
24,DSC_1050_plate17.JPG,17,312,50.974,320.593,0.038,0,5.697,0.176,0.149,255,0,0
25,DSC_1050_plate17.JPG,17,174,69.443,192.468,0.059,0,9.69,0.103,0.279,255,0,0
26,DSC_1050_plate17.JPG,17,383,84.29,184.652,0.141,0,7.962,0.126,0.545,253.339,0.961,0.856
1,DSC_1049_plate18.JPG,18,147,34.626,122.326,0.123,0,5.438,0.184,0.545,230.265,3.374,3.905
2,DSC_1049_plate18.JPG,18,2973,55.289,268.291,0.519,0,1.421,0.704,0.874,254.826,0.16,0.136
3,DSC_1049_plate18.JPG,18,849,77.589,123.539,0.699,0,1.572,0.636,0.902,255,0,0
4,DSC_1049_plate18.JPG,18,2487,67.299,254.149,0.484,0,1.517,0.659,0.855,254.929,0.031,0.027
5,DSC_1049_plate18.JPG,18,222,68.662,62.184,0.721,0,1.791,0.558,0.884,255,0,0
6,DSC_1049_plate18.JPG,18,1092,70.537,173.238,0.457,0,1.112,0.899,0.827,253.343,0.709,0.609
7,DSC_1049_plate18.JPG,18,159,85.119,176.409,0.064,0,10.011,0.1,0.26,255,0,0
8,DSC_1049_plate18.JPG,18,133,88.602,67.255,0.37,0,1.335,0.749,0.704,255,0,0
9,DSC_1049_plate18.JPG,18,5461,58.047,391.688,0.447,0,1.733,0.577,0.833,254.621,0.417,0.307
10,DSC_1049_plate18.JPG,18,3232,64.005,538.233,0.14,0,1.882,0.531,0.413,255,0,0
11,DSC_1049_plate18.JPG,18,3851,67.359,488.541,0.203,0,1.462,0.684,0.502,254.959,0.024,0.021
12,DSC_1049_plate18.JPG,18,154,83.734,46.87,0.881,0,1.449,0.69,0.906,253.968,0.597,0.526
13,DSC_1049_plate18.JPG,18,396,65.636,80.569,0.767,0,1.355,0.738,0.896,255,0,0
14,DSC_1049_plate18.JPG,18,684,67.235,129.196,0.515,0,1.416,0.706,0.842,255,0,0
15,DSC_1049_plate18.JPG,18,1057,86.728,141.782,0.661,0,1.144,0.874,0.881,252.675,1.898,1.544
16,DSC_1049_plate18.JPG,18,101,88.564,60.083,0.352,0,5.918,0.169,0.74,255,0,0
17,DSC_1049_plate18.JPG,18,170,94.094,114.468,0.163,0,5.006,0.2,0.57,255,0,0
18,DSC_1049_plate18.JPG,18,543,82.552,99.154,0.694,0,1.226,0.815,0.869,255,0,0
19,DSC_1049_plate18.JPG,18,1540,71.718,163.338,0.725,0,1.416,0.706,0.915,254.884,0.05,0.042
20,DSC_1049_plate18.JPG,18,1361,72.099,172.995,0.571,0,1.663,0.601,0.851,255,0,0
21,DSC_1049_plate18.JPG,18,290,83.307,292.576,0.043,0,8.613,0.116,0.171,255,0,0
22,DSC_1049_plate18.JPG,18,1125,72.598,146.368,0.66,0,1.254,0.797,0.897,254.296,0.412,0.363
23,DSC_1049_plate18.JPG,18,4130,62.675,342.09,0.443,0,2.214,0.452,0.833,250.901,4.431,3.782
24,DSC_1049_plate18.JPG,18,216,79.181,86.912,0.359,0,1.483,0.674,0.654,255,0,0
25,DSC_1049_plate18.JPG,18,2397,61.177,247.563,0.491,0,1.218,0.821,0.837,254.273,0.426,0.378
26,DSC_1049_plate18.JPG,18,5207,48.732,557.144,0.211,0,2.004,0.499,0.539,254.799,0.19,0.11
27,DSC_1049_plate18.JPG,18,208,63.221,54.77,0.871,0,1.424,0.702,0.914,255,0,0
28,DSC_1049_plate18.JPG,18,3097,58.204,260.735,0.572,0,1.381,0.724,0.864,254.907,0.069,0.06
29,DSC_1049_plate18.JPG,18,1070,65.856,175.823,0.435,0,1.258,0.795,0.746,254.681,0.15,0.134
30,DSC_1049_plate18.JPG,18,104,79.442,122.066,0.088,0,17.064,0.059,0.418,255,0,0
31,DSC_1049_plate18.JPG,18,116,97.405,125.397,0.093,0,17.578,0.057,0.492,255,0,0
32,DSC_1049_plate18.JPG,18,133,82.173,151.983,0.072,0,9.884,0.101,0.291,255,0,0
33,DSC_1049_plate18.JPG,18,161,68.82,173.338,0.067,0,13.605,0.074,0.329,255,0,0
34,DSC_1049_plate18.JPG,18,128,79.164,135.698,0.087,0,13.909,0.072,0.49,255,0,0
35,DSC_1049_plate18.JPG,18,242,88.645,122.652,0.202,0,9.694,0.103,0.695,255,0,0
36,DSC_1049_plate18.JPG,18,112,98.295,61.113,0.377,0,4.634,0.216,0.803,255,0,0
37,DSC_1049_plate18.JPG,18,278,92.576,182.35,0.105,0,14.486,0.069,0.512,255,0,0
1,DSC_1048_plate19.JPG,19,199,38.362,160.368,0.097,0,5.548,0.18,0.497,255,0,0
2,DSC_1048_plate19.JPG,19,576,90.648,482.156,0.031,0,4.209,0.238,0.087,250.219,4.493,2.53
3,DSC_1048_plate19.JPG,19,131,97.023,142.853,0.081,0,17.082,0.059,0.423,255,0,0
4,DSC_1048_plate19.JPG,19,1942,62.249,169.581,0.849,0,1.161,0.861,0.951,255,0,0
5,DSC_1048_plate19.JPG,19,1468,62.488,155.924,0.759,0,1.301,0.768,0.928,254.637,0.316,0.26
6,DSC_1048_plate19.JPG,19,2893,58.612,243.522,0.613,0,1.507,0.664,0.892,254.954,0.04,0.031
7,DSC_1048_plate19.JPG,19,5534,48.866,400.558,0.433,0,1.647,0.607,0.789,255,0,0
8,DSC_1048_plate19.JPG,19,4193,59.969,343.061,0.448,0,1.695,0.59,0.835,252.634,1.389,1.206
9,DSC_1048_plate19.JPG,19,443,66.874,82.569,0.817,0,1.161,0.862,0.911,255,0,0
10,DSC_1048_plate19.JPG,19,105,84.99,36.627,0.984,0,1.158,0.864,0.921,255,0,0
11,DSC_1048_plate19.JPG,19,1751,61.374,167.823,0.781,0,1.401,0.714,0.944,254.57,0.287,0.252
12,DSC_1048_plate19.JPG,19,2624,60.037,237.321,0.585,0,1.089,0.918,0.837,255,0,0
13,DSC_1048_plate19.JPG,19,2208,67.565,268.108,0.386,0,1.476,0.677,0.692,255,0,0
14,DSC_1048_plate19.JPG,19,2547,61.574,240.693,0.552,0,1.423,0.703,0.85,255,0,0
15,DSC_1048_plate19.JPG,19,2422,75.678,217.522,0.643,0,1.621,0.617,0.901,254.889,0.103,0.08
16,DSC_1048_plate19.JPG,19,148,85.169,55.355,0.607,0,1.423,0.703,0.848,255,0,0
17,DSC_1048_plate19.JPG,19,119,52.378,78.426,0.243,0,1.468,0.681,0.64,255,0,0
18,DSC_1048_plate19.JPG,19,3116,58.147,270.836,0.534,0,1.695,0.59,0.847,255,0,0
19,DSC_1048_plate19.JPG,19,1102,72.293,137.439,0.733,0,1.133,0.883,0.92,255,0,0
20,DSC_1048_plate19.JPG,19,188,87.048,71.255,0.465,0,1.599,0.625,0.709,255,0,0
21,DSC_1048_plate19.JPG,19,932,94.323,482.86,0.05,0,3.697,0.27,0.142,254.567,0.385,0.267
22,DSC_1048_plate19.JPG,19,781,83.141,117.397,0.712,0,1.394,0.717,0.912,255,0,0
23,DSC_1048_plate19.JPG,19,1624,56.552,191.238,0.558,0,1.293,0.774,0.822,255,0,0
24,DSC_1048_plate19.JPG,19,3386,61.485,300.233,0.472,0,1.399,0.715,0.845,254.698,0.304,0.207
25,DSC_1048_plate19.JPG,19,2179,66.272,198.794,0.693,0,1.282,0.78,0.902,255,0,0
26,DSC_1048_plate19.JPG,19,363,79.909,73.841,0.837,0,1.039,0.962,0.903,255,0,0
27,DSC_1048_plate19.JPG,19,111,92.784,66.669,0.314,0,1.914,0.523,0.577,255,0,0
28,DSC_1048_plate19.JPG,19,177,91.09,158.225,0.089,0,10.877,0.092,0.395,255,0,0
29,DSC_1048_plate19.JPG,19,3206,53.055,289.463,0.481,0,1.262,0.793,0.869,254.954,0.032,0.028
30,DSC_1048_plate19.JPG,19,371,83.466,147.581,0.214,0,2.021,0.495,0.551,255,0,0
31,DSC_1048_plate19.JPG,19,1121,76.851,142.752,0.691,0,1.99,0.502,0.914,255,0,0
32,DSC_1048_plate19.JPG,19,132,98.227,55.841,0.532,0,1.914,0.522,0.752,255,0,0
33,DSC_1048_plate19.JPG,19,187,67.775,184.309,0.069,0,8.284,0.121,0.243,255,0,0
34,DSC_1048_plate19.JPG,19,179,63.011,155.681,0.093,0,14.647,0.068,0.441,255,0,0
35,DSC_1048_plate19.JPG,19,140,73.721,144.368,0.084,0,16.094,0.062,0.379,255,0,0
36,DSC_1048_plate19.JPG,19,150,97.7,135.723,0.102,0,17.317,0.058,0.515,255,0,0
37,DSC_1048_plate19.JPG,19,211,76.664,208.184,0.061,0,19.55,0.051,0.448,255,0,0
38,DSC_1048_plate19.JPG,19,292,80.072,134.953,0.201,0,5.689,0.176,0.711,242.702,10.014,8.065
1,DSC_1047_plate20.JPG,20,137,38.737,118.811,0.122,0,4.264,0.235,0.388,255,0,0
2,DSC_1047_plate20.JPG,20,336,83.991,105.64,0.378,0,1.46,0.685,0.718,242.536,5.339,4.881
3,DSC_1047_plate20.JPG,20,207,75.164,85.154,0.359,0,2.144,0.466,0.654,255,0,0
4,DSC_1047_plate20.JPG,20,432,71.59,99.296,0.551,0,1.149,0.87,0.814,254.606,0.188,0.167
5,DSC_1047_plate20.JPG,20,2968,56.799,242.936,0.632,0,1.864,0.536,0.91,254.602,0.185,0.168
6,DSC_1047_plate20.JPG,20,827,63.773,132.711,0.59,0,1.933,0.517,0.892,255,0,0
7,DSC_1047_plate20.JPG,20,260,62.492,70.184,0.663,0,2.1,0.476,0.878,255,0,0
8,DSC_1047_plate20.JPG,20,1169,48.015,193.238,0.393,0,1.481,0.675,0.861,254.383,0.238,0.21
9,DSC_1047_plate20.JPG,20,1004,80.059,186.208,0.364,0,1.193,0.838,0.757,247.625,2.658,2.272
10,DSC_1047_plate20.JPG,20,2621,74.05,356.617,0.259,0,2.772,0.361,0.651,255,0,0
11,DSC_1047_plate20.JPG,20,2620,58.876,268.392,0.457,0,1.688,0.592,0.768,254.889,0.079,0.071
12,DSC_1047_plate20.JPG,20,111,47.613,64.083,0.34,0,2.948,0.339,0.615,253.09,0.441,0.441
13,DSC_1047_plate20.JPG,20,739,67.701,112.953,0.728,0,1.32,0.758,0.901,253.386,1.419,1.078
14,DSC_1047_plate20.JPG,20,1476,53.112,149.196,0.833,0,1.06,0.943,0.946,255,0,0
15,DSC_1047_plate20.JPG,20,2640,63.635,246.35,0.547,0,1.677,0.596,0.892,254.213,0.353,0.317
16,DSC_1047_plate20.JPG,20,770,88.191,131.539,0.559,0,1.742,0.574,0.869,255,0,0
17,DSC_1047_plate20.JPG,20,320,63.994,68.426,0.859,0,1.01,0.99,0.91,255,0,0
18,DSC_1047_plate20.JPG,20,4331,50.27,295.706,0.622,0,1.691,0.591,0.906,255,0,0
19,DSC_1047_plate20.JPG,20,130,47,67.012,0.364,0,1.414,0.707,0.691,245.131,2.254,2.546
20,DSC_1047_plate20.JPG,20,3869,60.005,388.032,0.323,0,1.753,0.57,0.754,254.957,0.023,0.02
21,DSC_1047_plate20.JPG,20,125,83.944,139.924,0.08,0,12.805,0.078,0.338,255,0,0
22,DSC_1047_plate20.JPG,20,302,82.685,115.196,0.286,0,1.464,0.683,0.641,253.351,0.828,0.738
23,DSC_1047_plate20.JPG,20,2030,66.68,193.622,0.68,0,1.224,0.817,0.88,255,0,0
24,DSC_1047_plate20.JPG,20,392,61.413,283.99,0.061,0,7.678,0.13,0.225,255,0,0
25,DSC_1047_plate20.JPG,20,124,67.435,120.184,0.108,0,16.751,0.06,0.565,255,0,0
26,DSC_1047_plate20.JPG,20,164,84.579,136.309,0.111,0,13.53,0.074,0.495,255,0,0
27,DSC_1047_plate20.JPG,20,457,63.214,347.806,0.047,0,25.887,0.039,0.393,254.643,0.173,0.153
28,DSC_1047_plate20.JPG,20,1660,92.064,601.671,0.058,0,3.114,0.321,0.138,255,0,0
29,DSC_1047_plate20.JPG,20,660,70.389,295.706,0.095,0,11.288,0.089,0.448,254.797,0.168,0.13
30,DSC_1047_plate20.JPG,20,149,28.691,101.054,0.183,0,3.17,0.315,0.454,250.376,0.611,0.691
31,DSC_1047_plate20.JPG,20,103,84.65,119.556,0.091,0,21.336,0.047,0.658,255,0,0
32,DSC_1047_plate20.JPG,20,156,88.372,153.012,0.084,0,17.058,0.059,0.45,255,0,0
1,DSC_1046_plate21.JPG,21,140,50.736,80.912,0.269,0,1.359,0.736,0.631,255,0,0
2,DSC_1046_plate21.JPG,21,172,56.023,77.841,0.357,0,1.854,0.539,0.708,251.372,0.977,1.099
3,DSC_1046_plate21.JPG,21,143,35.21,77.497,0.299,0,1.371,0.729,0.667,237.629,2.531,2.944
4,DSC_1046_plate21.JPG,21,1874,51.89,178.51,0.739,0,1.461,0.684,0.928,255,0,0
5,DSC_1046_plate21.JPG,21,770,58.294,122.368,0.646,0,1.734,0.577,0.881,255,0,0
6,DSC_1046_plate21.JPG,21,420,85.771,124.51,0.34,0,1.595,0.627,0.741,255,0,0
7,DSC_1046_plate21.JPG,21,702,78.456,129.782,0.524,0,1.114,0.897,0.809,255,0,0
8,DSC_1046_plate21.JPG,21,497,65.946,137.439,0.331,0,1.555,0.643,0.791,253.519,0.596,0.507
9,DSC_1046_plate21.JPG,21,329,81.574,80.569,0.637,0,1.301,0.769,0.862,255,0,0
10,DSC_1046_plate21.JPG,21,948,54.231,126.953,0.739,0,1.081,0.925,0.905,255,0,0
11,DSC_1046_plate21.JPG,21,310,75.181,86.569,0.52,0,1.41,0.709,0.818,255,0,0
12,DSC_1046_plate21.JPG,21,141,70.163,46.527,0.819,0,1.196,0.836,0.876,255,0,0
13,DSC_1046_plate21.JPG,21,166,78.584,123.823,0.136,0,9.479,0.105,0.575,255,0,0
14,DSC_1046_plate21.JPG,21,2560,62.537,269.505,0.443,0,1.61,0.621,0.797,255,0,0
15,DSC_1046_plate21.JPG,21,3974,57.316,565.813,0.156,0,3.106,0.322,0.434,255,0,0
16,DSC_1046_plate21.JPG,21,126,87.056,43.799,0.825,0,1.483,0.674,0.906,255,0,0
17,DSC_1046_plate21.JPG,21,3689,56.254,384.659,0.313,0,1.145,0.874,0.664,254.957,0.023,0.021
18,DSC_1046_plate21.JPG,21,2973,70.68,242.208,0.637,0,1.291,0.774,0.917,255,0,0
19,DSC_1046_plate21.JPG,21,633,68.774,105.882,0.71,0,1.191,0.84,0.904,255,0,0
20,DSC_1046_plate21.JPG,21,334,67.557,72.912,0.79,0,1.845,0.542,0.915,255,0,0
21,DSC_1046_plate21.JPG,21,1982,49.84,217.622,0.526,0,1.955,0.511,0.852,254.917,0.046,0.039
22,DSC_1046_plate21.JPG,21,135,102.704,118.77,0.12,0,14.411,0.069,0.576,255,0,0
23,DSC_1046_plate21.JPG,21,2981,66.111,376.274,0.265,0,1.714,0.583,0.647,254.776,0.202,0.153
24,DSC_1046_plate21.JPG,21,1590,70.71,174.995,0.652,0,1.685,0.593,0.875,254.912,0.069,0.061
25,DSC_1046_plate21.JPG,21,2121,65.123,204.451,0.638,0,1.337,0.748,0.897,255,0,0
26,DSC_1046_plate21.JPG,21,1904,67.887,232.108,0.444,0,1.546,0.647,0.821,255,0,0
27,DSC_1046_plate21.JPG,21,2844,58.102,282.978,0.446,0,1.91,0.524,0.854,254.953,0.041,0.019
28,DSC_1046_plate21.JPG,21,164,87.159,106.953,0.18,0,1.563,0.64,0.511,251.14,2.207,1.994
29,DSC_1046_plate21.JPG,21,146,56.719,83.74,0.262,0,2.715,0.368,0.593,247.685,1.897,2.274
30,DSC_1046_plate21.JPG,21,136,78.618,85.841,0.232,0,3.927,0.255,0.584,253.625,0.574,0.64
31,DSC_1046_plate21.JPG,21,101,40.069,85.497,0.174,0,3.599,0.278,0.486,255,0,0
32,DSC_1046_plate21.JPG,21,146,66.178,109.012,0.154,0,12.821,0.078,0.8,255,0,0
33,DSC_1046_plate21.JPG,21,106,86.538,99.698,0.134,0,17.148,0.058,0.779,255,0,0
34,DSC_1046_plate21.JPG,21,111,46.423,90.971,0.169,0,8.749,0.114,0.636,255,0,0
1,DSC_1045_plate22.JPG,22,2921,57.724,241.179,0.631,0,1.654,0.604,0.888,255,0,0
2,DSC_1045_plate22.JPG,22,594,74.726,147.095,0.345,0,2.264,0.442,0.787,244.715,4.843,4.374
3,DSC_1045_plate22.JPG,22,5088,57.073,571.328,0.196,0,3.234,0.309,0.58,255,0,0
4,DSC_1045_plate22.JPG,22,4407,44.023,342.007,0.473,0,1.618,0.618,0.833,254.915,0.031,0.026
5,DSC_1045_plate22.JPG,22,197,76.269,75.255,0.437,0,1.837,0.544,0.742,253.391,0.909,0.827
6,DSC_1045_plate22.JPG,22,172,83.709,114.912,0.164,0,11.419,0.088,0.65,255,0,0
7,DSC_1045_plate22.JPG,22,1861,66.564,225.321,0.461,0,1.725,0.58,0.819,255,0,0
8,DSC_1045_plate22.JPG,22,1833,48.189,183.338,0.685,0,1.433,0.698,0.922,255,0,0
9,DSC_1045_plate22.JPG,22,4656,61.236,636.382,0.144,0,2.12,0.472,0.382,255,0,0
10,DSC_1045_plate22.JPG,22,1509,51.915,182.652,0.568,0,1.635,0.612,0.88,254.913,0.078,0.064
11,DSC_1045_plate22.JPG,22,201,94.393,54.527,0.85,0,1.296,0.771,0.912,255,0,0
12,DSC_1045_plate22.JPG,22,1719,64.119,177.723,0.684,0,1.534,0.652,0.916,255,0,0
13,DSC_1045_plate22.JPG,22,1927,72.736,221.179,0.495,0,1.571,0.637,0.852,254.904,0.043,0.038
14,DSC_1045_plate22.JPG,22,490,81.351,97.74,0.645,0,1.352,0.74,0.831,255,0,0
15,DSC_1045_plate22.JPG,22,118,77.941,117.355,0.108,0,14.943,0.067,0.526,255,0,0
16,DSC_1045_plate22.JPG,22,5479,62.014,537.068,0.239,0,1.667,0.6,0.598,255,0,0
17,DSC_1045_plate22.JPG,22,3895,61.199,366.517,0.364,0,1.779,0.562,0.844,255,0,0
18,DSC_1045_plate22.JPG,22,432,69.25,96.569,0.582,0,1.304,0.767,0.84,255,0,0
19,DSC_1045_plate22.JPG,22,263,67.529,68.426,0.706,0,1.152,0.868,0.887,255,0,0
20,DSC_1045_plate22.JPG,22,4709,59.621,502.742,0.234,0,1.529,0.654,0.654,254.931,0.038,0.033
21,DSC_1045_plate22.JPG,22,345,91.307,265.581,0.061,0,7.093,0.141,0.28,255,0,0
22,DSC_1045_plate22.JPG,22,3732,48.054,384.517,0.317,0,1.182,0.846,0.696,254.894,0.097,0.061
23,DSC_1045_plate22.JPG,22,763,74.286,117.296,0.697,0,1.175,0.851,0.901,255,0,0
24,DSC_1045_plate22.JPG,22,676,77.731,120.711,0.583,0,1.45,0.689,0.834,255,0,0
25,DSC_1045_plate22.JPG,22,757,59.938,110.326,0.782,0,1.143,0.875,0.903,255,0,0
26,DSC_1045_plate22.JPG,22,143,37.93,88.811,0.228,0,2.283,0.438,0.51,230.105,4.126,4.559
27,DSC_1045_plate22.JPG,22,270,64.074,230.978,0.064,0,4.147,0.241,0.227,255,0,0
28,DSC_1045_plate22.JPG,22,118,66.432,119.054,0.105,0,14.781,0.068,0.459,255,0,0
29,DSC_1045_plate22.JPG,22,145,63.966,127.054,0.113,0,6.092,0.164,0.319,255,0,0
30,DSC_1045_plate22.JPG,22,155,66.206,167.497,0.069,0,13.475,0.074,0.344,255,0,0
31,DSC_1045_plate22.JPG,22,136,83.566,73.355,0.318,0,5.402,0.185,0.737,255,0,0
1,DSC_1042_plate23.JPG,23,184,35.935,100.569,0.229,0,4.568,0.219,0.641,255,0,0
2,DSC_1042_plate23.JPG,23,105,38.238,79.74,0.208,0,4.968,0.201,0.513,255,0,0
3,DSC_1042_plate23.JPG,23,4118,56.527,414.801,0.301,0,1.298,0.771,0.8,254.71,0.196,0.163
4,DSC_1042_plate23.JPG,23,1601,58.382,182.894,0.601,0,1.285,0.778,0.842,255,0,0
5,DSC_1042_plate23.JPG,23,388,65.729,93.983,0.552,0,1.202,0.832,0.842,251.394,1.637,1.415
6,DSC_1042_plate23.JPG,23,249,76.458,79.497,0.495,0,1.231,0.812,0.764,255,0,0
7,DSC_1042_plate23.JPG,23,123,82.106,53.941,0.531,0,1.405,0.712,0.778,255,0,0
8,DSC_1042_plate23.JPG,23,774,53.669,124.711,0.625,0,1.85,0.541,0.866,255,0,0
9,DSC_1042_plate23.JPG,23,120,79.283,61.355,0.401,0,1.093,0.915,0.734,253.517,0.617,0.542
10,DSC_1042_plate23.JPG,23,125,74.032,43.456,0.832,0,1.029,0.972,0.896,255,0,0
11,DSC_1042_plate23.JPG,23,352,63.722,71.598,0.863,0,1.402,0.713,0.937,255,0,0
12,DSC_1042_plate23.JPG,23,1491,69.818,179.48,0.582,0,1.597,0.626,0.889,254.801,0.142,0.121
13,DSC_1042_plate23.JPG,23,1752,58.223,170.652,0.756,0,1.123,0.89,0.918,255,0,0
14,DSC_1042_plate23.JPG,23,921,75.455,128.468,0.701,0,1.385,0.722,0.892,255,0,0
15,DSC_1042_plate23.JPG,23,3298,58.466,405.973,0.251,0,1.167,0.857,0.53,255,0,0
16,DSC_1042_plate23.JPG,23,3642,60.492,329.463,0.422,0,1.616,0.619,0.844,255,0,0
17,DSC_1042_plate23.JPG,23,972,77.077,148.267,0.556,0,1.11,0.901,0.864,254.846,0.109,0.093
18,DSC_1042_plate23.JPG,23,671,69.918,146.409,0.393,0,1.07,0.935,0.721,254.763,0.133,0.121
19,DSC_1042_plate23.JPG,23,118,70.856,52.527,0.537,0,1.898,0.527,0.808,255,0,0
20,DSC_1042_plate23.JPG,23,501,61.01,95.397,0.692,0,1.594,0.627,0.888,255,0,0
21,DSC_1042_plate23.JPG,23,1198,73.27,158.167,0.602,0,1.379,0.725,0.904,250.795,2.482,2.13
22,DSC_1042_plate23.JPG,23,235,77.77,67.497,0.648,0,1.492,0.67,0.836,255,0,0
23,DSC_1042_plate23.JPG,23,1770,51.964,177.338,0.707,0,1.638,0.611,0.925,255,0,0
24,DSC_1042_plate23.JPG,23,114,80.096,77.799,0.237,0,6.784,0.147,0.699,255,0,0
25,DSC_1042_plate23.JPG,23,229,83.105,168.149,0.102,0,18.617,0.054,0.554,255,0,0
26,DSC_1042_plate23.JPG,23,1907,63.44,332.96,0.216,0,1.469,0.681,0.772,250.995,1.107,0.954
27,DSC_1042_plate23.JPG,23,4363,46.437,453.588,0.266,0,1.473,0.679,0.654,254.889,0.066,0.056
28,DSC_1042_plate23.JPG,23,4111,54.529,332.434,0.467,0,1.985,0.504,0.834,254.929,0.054,0.045
29,DSC_1042_plate23.JPG,23,322,64.96,251.647,0.064,0,17.048,0.059,0.368,254.379,0.149,0.13
30,DSC_1042_plate23.JPG,23,1000,62.585,154.225,0.528,0,1.08,0.926,0.919,255,0,0
31,DSC_1042_plate23.JPG,23,2392,51.981,341.505,0.258,0,1.639,0.61,0.682,255,0,0
32,DSC_1042_plate23.JPG,23,475,65.274,99.983,0.597,0,2.321,0.431,0.868,255,0,0
33,DSC_1042_plate23.JPG,23,281,68.73,251.706,0.056,0,10.746,0.093,0.261,255,0,0
34,DSC_1042_plate23.JPG,23,175,51.577,140.409,0.112,0,4.728,0.212,0.404,249.977,0.943,1.057
35,DSC_1042_plate23.JPG,23,177,48.452,127.841,0.136,0,12.463,0.08,0.607,255,0,0
36,DSC_1042_plate23.JPG,23,185,93.735,101.012,0.228,0,7.244,0.138,0.69,252.589,1.508,1.351
37,DSC_1042_plate23.JPG,23,128,35.516,97.983,0.168,0,4.173,0.24,0.48,255,0,0
1,DSC_1041_plate24.JPG,24,105,74.381,100.385,0.131,0,18.581,0.054,0.82,255,0,0
2,DSC_1041_plate24.JPG,24,101,41.475,78.083,0.208,0,3.019,0.331,0.584,252.851,0.416,0.446
3,DSC_1041_plate24.JPG,24,136,77.037,71.012,0.339,0,3.38,0.296,0.642,250.978,1.824,2.022
4,DSC_1041_plate24.JPG,24,2334,61.241,329.505,0.27,0,1.398,0.715,0.588,254.885,0.105,0.054
5,DSC_1041_plate24.JPG,24,3296,50.695,422.735,0.232,0,1.494,0.669,0.531,255,0,0
6,DSC_1041_plate24.JPG,24,2033,59.34,187.137,0.73,0,1.116,0.896,0.912,255,0,0
7,DSC_1041_plate24.JPG,24,451,73.007,112.225,0.45,0,1.538,0.65,0.739,254.581,0.146,0.124
8,DSC_1041_plate24.JPG,24,260,84.346,110.61,0.267,0,1.514,0.661,0.653,255,0,0
9,DSC_1041_plate24.JPG,24,283,84.011,188.593,0.1,0,13.893,0.072,0.501,253.859,0.597,0.548
10,DSC_1041_plate24.JPG,24,140,87.65,122.284,0.118,0,13.62,0.073,0.501,255,0,0
11,DSC_1041_plate24.JPG,24,142,106.268,88.669,0.227,0,3.306,0.302,0.528,255,0,0
12,DSC_1041_plate24.JPG,24,3343,65.056,324.274,0.4,0,1.209,0.827,0.822,254.954,0.031,0.026
13,DSC_1041_plate24.JPG,24,4669,53.79,317.061,0.584,0,1.58,0.633,0.886,254.913,0.082,0.051
14,DSC_1041_plate24.JPG,24,3430,59.136,301.463,0.474,0,2.054,0.487,0.841,255,0,0
15,DSC_1041_plate24.JPG,24,797,85.774,177.966,0.316,0,1.658,0.603,0.794,253.137,1.246,1.124
16,DSC_1041_plate24.JPG,24,109,82.229,96.569,0.147,0,11.924,0.084,0.589,255,0,0
17,DSC_1041_plate24.JPG,24,117,76.991,88.284,0.189,0,7.635,0.131,0.652,255,0,0
18,DSC_1041_plate24.JPG,24,2535,69.867,425.169,0.176,0,2.721,0.367,0.478,255,0,0
19,DSC_1041_plate24.JPG,24,3639,59.223,369.505,0.335,0,1.192,0.839,0.625,254.834,0.115,0.098
20,DSC_1041_plate24.JPG,24,2302,73.166,227.421,0.559,0,1.656,0.604,0.887,254.785,0.123,0.104
21,DSC_1041_plate24.JPG,24,940,70.195,130.267,0.696,0,1.383,0.723,0.918,255,0,0
